-0.0533  	-0.3875  	0.07842  	-0.1595  	-0.2162  	-0.1537  	0.37150  	0.32399  	0.11119  	0.49520  	0.61502  	-0.5783  	0.22136  	0.14715  	-0.8395  	-0.2609  	0.40614  	0.09549  	0.07052  	1.03310  	0.77400  	-0.5408  	-0.4070  	0.00627  	0.48861  	-0.4159  	-0.1606  	0.01255  	-0.1870  	0.17828  	0.01303  	0.16649  	0.29423  	-0.1029  	0.36455  	-0.0897  	0.39634  	0.11005  	-0.2826  	-0.0067  	0.04071  	0.07350  	-0.0255  	-0.0381  	-0.0193  	-0.0079  	0.07351  	-0.1272  	-0.0230  	-0.0236  	0.05635  	0.01281  	0.00470  	0.06184  	0.02175  	-0.0890  	-0.0319  	-0.0010  	-0.0090  	-0.0180  	-0.0094  	-0.0162  	0.08312  	0.00931  	0.09253  	0.01555  	0.00955  	0.01050  	0.00353  	0.32640  	1.02918  	128.023  	107.652  	
-0.0574  	-0.3885  	0.07575  	-0.1622  	-0.2156  	-0.1572  	0.37106  	0.32014  	0.10966  	0.49652  	0.61696  	-0.5815  	0.21965  	0.14503  	-0.8407  	-0.2639  	0.40632  	0.09624  	0.06870  	1.03426  	0.77177  	-0.5422  	-0.4085  	0.00611  	0.48837  	-0.4157  	-0.1607  	0.01423  	-0.1861  	0.17848  	0.01319  	0.16600  	0.29356  	-0.1038  	0.36652  	-0.0897  	0.39555  	0.10922  	-0.2843  	-0.0062  	0.04136  	0.07347  	-0.0262  	-0.0393  	-0.0195  	-0.0082  	0.07363  	-0.1275  	-0.0233  	-0.0235  	0.05643  	0.01308  	0.00446  	0.06158  	0.02190  	-0.0890  	-0.0316  	-0.0011  	-0.0091  	-0.0181  	-0.0096  	-0.0163  	0.08293  	0.00957  	0.09502  	0.01266  	0.01312  	0.01198  	0.00145  	0.32014  	1.02918  	128.023  	107.652  	
-0.0572  	-0.3873  	0.07838  	-0.1679  	-0.2214  	-0.1594  	0.37223  	0.32053  	0.11183  	0.49651  	0.62069  	-0.5793  	0.22026  	0.14616  	-0.8440  	-0.2636  	0.40454  	0.09614  	0.06933  	1.03368  	0.77585  	-0.5399  	-0.4056  	0.00557  	0.48729  	-0.4154  	-0.1590  	0.01489  	-0.1867  	0.17824  	0.01425  	0.16565  	0.29436  	-0.1035  	0.36692  	-0.0904  	0.39777  	0.10850  	-0.2860  	-0.0056  	0.04241  	0.07389  	-0.0260  	-0.0396  	-0.0194  	-0.0089  	0.07401  	-0.1274  	-0.0232  	-0.0227  	0.05637  	0.01288  	0.00452  	0.06192  	0.02184  	-0.0886  	-0.0319  	-0.0011  	-0.0090  	-0.0176  	-0.0094  	-0.0161  	0.08292  	0.00962  	0.09664  	0.01024  	0.01606  	0.01342  	-0.0003  	0.31452  	1.02918  	128.023  	107.652  	
-0.0568  	-0.3881  	0.07880  	-0.1671  	-0.2197  	-0.1601  	0.37170  	0.32046  	0.11103  	0.49831  	0.62231  	-0.5796  	0.21951  	0.14459  	-0.8450  	-0.2634  	0.40486  	0.09723  	0.06935  	1.03493  	0.77431  	-0.5428  	-0.4058  	0.00443  	0.48659  	-0.4157  	-0.1598  	0.01637  	-0.1863  	0.17824  	0.01356  	0.16576  	0.29412  	-0.1038  	0.36608  	-0.0901  	0.39776  	0.10926  	-0.2861  	-0.0060  	0.04141  	0.07371  	-0.0259  	-0.0394  	-0.0193  	-0.0087  	0.07393  	-0.1273  	-0.0236  	-0.0230  	0.05617  	0.01296  	0.00443  	0.06164  	0.02214  	-0.0888  	-0.0315  	-0.0011  	-0.0091  	-0.0179  	-0.0095  	-0.0165  	0.08270  	0.00974  	0.09737  	0.00826  	0.01837  	0.01483  	-0.0020  	0.30953  	1.02918  	128.023  	107.652  	
-0.0577  	-0.3897  	0.07767  	-0.1665  	-0.2187  	-0.1595  	0.37161  	0.32050  	0.11032  	0.49920  	0.62292  	-0.5804  	0.21889  	0.14235  	-0.8455  	-0.2635  	0.40627  	0.09745  	0.06896  	1.03588  	0.77311  	-0.5444  	-0.4058  	0.00500  	0.48663  	-0.4160  	-0.1597  	0.01668  	-0.1867  	0.17808  	0.01318  	0.16612  	0.29361  	-0.1039  	0.36581  	-0.0901  	0.39754  	0.10983  	-0.2858  	-0.0068  	0.04060  	0.07343  	-0.0260  	-0.0394  	-0.0193  	-0.0084  	0.07371  	-0.1275  	-0.0238  	-0.0233  	0.05628  	0.01313  	0.00439  	0.06145  	0.02217  	-0.0890  	-0.0313  	-0.0011  	-0.0092  	-0.0182  	-0.0095  	-0.0166  	0.08271  	0.00986  	0.09723  	0.00675  	0.02005  	0.01620  	-0.0033  	0.30518  	1.02918  	128.023  	107.652  	
-0.0583  	-0.3896  	0.07753  	-0.1669  	-0.2189  	-0.1602  	0.37120  	0.32028  	0.11033  	0.49936  	0.62375  	-0.5802  	0.21828  	0.14155  	-0.8457  	-0.2638  	0.40659  	0.09756  	0.06876  	1.03607  	0.77321  	-0.5449  	-0.4057  	0.00450  	0.48639  	-0.4157  	-0.1601  	0.01734  	-0.1868  	0.17795  	0.01320  	0.16598  	0.29360  	-0.1039  	0.36582  	-0.0902  	0.39759  	0.10986  	-0.2859  	-0.0072  	0.04063  	0.07336  	-0.0260  	-0.0395  	-0.0192  	-0.0084  	0.07378  	-0.1276  	-0.0239  	-0.0231  	0.05629  	0.01317  	0.00441  	0.06142  	0.02214  	-0.0890  	-0.0313  	-0.0010  	-0.0091  	-0.0182  	-0.0095  	-0.0166  	0.08257  	0.00985  	0.09621  	0.00568  	0.02110  	0.01753  	-0.0045  	0.30146  	1.02918  	128.023  	107.652  	
-0.0638  	-0.3901  	0.07138  	-0.1665  	-0.2185  	-0.1694  	0.37053  	0.31458  	0.10708  	0.49972  	0.62482  	-0.5778  	0.21486  	0.14027  	-0.8450  	-0.2691  	0.40713  	0.09924  	0.06585  	1.03453  	0.76938  	-0.5467  	-0.4071  	0.00246  	0.48748  	-0.4150  	-0.1668  	0.02326  	-0.1833  	0.17662  	0.01445  	0.16393  	0.29426  	-0.1046  	0.36525  	-0.0898  	0.39571  	0.10765  	-0.2866  	-0.0091  	0.04462  	0.07299  	-0.0260  	-0.0401  	-0.0201  	-0.0084  	0.07370  	-0.1278  	-0.0248  	-0.0222  	0.05608  	0.01375  	0.00424  	0.06122  	0.02157  	-0.0889  	-0.0312  	-0.0014  	-0.0089  	-0.0188  	-0.0093  	-0.0164  	0.08129  	0.00946  	0.09430  	0.00508  	0.02151  	0.01882  	-0.0054  	0.29839  	1.02918  	128.023  	107.652  	
-0.0790  	-0.3934  	0.05264  	-0.1329  	-0.1809  	-0.1787  	0.37334  	0.30687  	0.10302  	0.50495  	0.58454  	-0.5609  	0.21549  	0.14952  	-0.8487  	-0.2739  	0.40211  	0.11641  	0.06469  	1.05375  	0.73271  	-0.5543  	-0.4222  	-0.0134  	0.49974  	-0.4126  	-0.1917  	0.07481  	-0.1280  	0.18169  	0.01429  	0.15349  	0.29742  	-0.1036  	0.34748  	-0.0773  	0.36159  	0.09651  	-0.2761  	-0.0017  	0.05420  	0.07000  	-0.0270  	-0.0369  	-0.0187  	-0.0076  	0.07238  	-0.1268  	-0.0276  	-0.0195  	0.05703  	0.01342  	0.00188  	0.05719  	0.02207  	-0.0910  	-0.0292  	-0.0019  	-0.0064  	-0.0232  	-0.0097  	-0.0170  	0.07963  	0.00639  	0.09041  	0.00611  	0.02147  	0.02094  	-0.0062  	0.27971  	1.02918  	128.023  	107.652  	
-0.1493  	-0.4029  	0.01096  	-0.1637  	-0.1383  	-0.2187  	0.37702  	0.26556  	0.09236  	0.56138  	0.55496  	-0.5360  	0.23314  	0.14316  	-0.8977  	-0.2737  	0.39129  	0.16049  	0.05657  	1.12859  	0.64142  	-0.5682  	-0.4694  	-0.0540  	0.52590  	-0.3950  	-0.2736  	0.21340  	-0.0065  	0.19787  	0.02429  	0.12144  	0.30979  	-0.1020  	0.27909  	-0.0454  	0.27607  	0.06107  	-0.2312  	0.02697  	0.08345  	0.06386  	-0.0224  	-0.0361  	-0.0218  	-0.0073  	0.07543  	-0.1287  	-0.0309  	-0.0270  	0.05851  	0.01169  	0.00042  	0.05231  	0.02075  	-0.0995  	-0.0293  	-0.0043  	-0.0073  	-0.0258  	-0.0093  	-0.0166  	0.08257  	0.00733  	0.08493  	0.00658  	0.01978  	0.02217  	-0.0064  	0.28096  	1.02918  	128.023  	107.652  	
-0.3195  	-0.4447  	-0.1347  	-0.1750  	-0.0644  	-0.3595  	0.38542  	0.21450  	0.05013  	0.61517  	0.55134  	-0.5537  	0.24654  	0.12825  	-0.9985  	-0.3139  	0.34766  	0.22491  	0.04240  	1.22985  	0.52235  	-0.5831  	-0.5720  	-0.1107  	0.56931  	-0.3999  	-0.3364  	0.36187  	0.10656  	0.19556  	0.02327  	0.08076  	0.31724  	-0.0989  	0.24915  	-0.0043  	0.19530  	0.01052  	-0.1870  	0.06557  	0.08121  	0.07050  	-0.0191  	-0.0505  	-0.0186  	-0.0080  	0.08273  	-0.1173  	-0.0347  	-0.0290  	0.07314  	0.00897  	-0.0055  	0.04557  	0.01982  	-0.0924  	-0.0272  	-0.0101  	-0.0035  	-0.0222  	-0.0094  	-0.0176  	0.07891  	0.00975  	0.08139  	0.00711  	0.01792  	0.02314  	-0.0068  	0.29777  	1.02918  	128.023  	107.652  	
-0.5671  	-0.6086  	-0.3634  	-0.1756  	-0.0154  	-0.5254  	0.39105  	0.11282  	0.00048  	0.66184  	0.59024  	-0.5073  	0.21394  	-0.0129  	-1.0538  	-0.3980  	0.31752  	0.28660  	0.04697  	1.28976  	0.44371  	-0.6009  	-0.6446  	-0.0958  	0.53436  	-0.3873  	-0.4044  	0.44410  	0.16416  	0.18256  	0.00905  	0.08874  	0.29757  	-0.0859  	0.23699  	0.04459  	0.10080  	-0.0044  	-0.1849  	0.09645  	0.05598  	0.09131  	-0.0495  	-0.0540  	0.00804  	-0.0068  	0.08249  	-0.1344  	-0.0230  	-0.0355  	0.06448  	0.00800  	-0.0081  	0.05068  	0.03173  	-0.1089  	-0.0127  	-0.0027  	0.00104  	-0.0226  	-0.0157  	-0.0314  	0.08581  	0.01126  	0.07864  	0.00859  	0.01681  	0.02376  	-0.0077  	0.32131  	1.02918  	128.023  	107.652  	
